gene,symbol,ecocyc_id,start,end,strand
b1285,pdeR,G6639,1344757,1346742,-
b4672,ymiB,G0-16673,1346796,1346900,+
b1286,rnb,EG11620,1346978,1348912,-
b1287,yciW,G6640,1348980,1350107,-
b1288,fabI,EG11528,1350251,1351039,-
b1289,ycjD,G6641,1351407,1351760,-
b1290,sapF,EG12305,1351828,1352634,-
b1291,sapD,EG12304,1352636,1353628,-
b1292,sapC,G2000,1353628,1354518,-
b1293,sapB,G2001,1354505,1355470,-
b1294,sapA,G2002,1355467,1357110,-
b1295,ymjA,G6642,1357423,1357668,-
b1296,puuP,G6643,1357802,1359187,-
b4742,ymjE,G0-16737,1359177,1359341,-
b1297,puuA,G6644,1359490,1360908,-
b1298,puuD,G6645,1361120,1361884,+
b1299,puuR,EG12431,1361911,1362468,+
b1300,puuC,EG10036,1362743,1364230,+
b1301,puuB,EG11822,1364232,1365512,+
b1302,puuE,G6646,1365550,1366815,+
b1303,pspF,EG12344,1366935,1367912,-
b1304,pspA,EG10776,1368079,1368747,+
b1305,pspB,EG10777,1368801,1369025,+
b1306,pspC,EG10778,1369025,1369384,+
b1307,pspD,EG10779,1369393,1369614,+
b1308,pspE,EG10780,1369689,1370003,+
b1309,ycjM,G6647,1370216,1371895,+
b1310,ycjN,G6648,1371909,1373201,+
b1311,ycjO,G6649,1373222,1374103,+
b1312,ycjP,G6650,1374090,1374932,+
b1313,ycjQ,G6651,1374963,1376015,+
b1314,ycjR,G6652,1376034,1376822,+
b1315,ycjS,G6653,1376832,1377887,+
b1316,ycjT,G6654,1377884,1380151,+
b1317,ycjU,G6655,1380148,1380807,+
b1319,ompG,G6657,1381947,1382852,+
b1320,ycjW,G6658,1382963,1383961,-
b1321,ycjX,G6659,1384117,1385514,+
b1322,ycjF,EG12870,1385511,1386572,+
b1323,tyrR,EG11042,1386720,1388261,+
b1324,tpx,G6660,1388305,1388811,-
b1325,ycjG,G6661,1388930,1389895,+
b1326,mpaA,G6662,1389870,1390598,-
b4525,ymjC,G0-10446,1390680,1390862,-
b4673,ymjD,G0-10645,1390868,1390933,-
b1327,ycjY,G6663,1390933,1391853,-
b1328,pgrR,G6664,1391991,1392890,+
b1329,mppA,G6665,1393227,1394840,+
b1330,ynaI,G6666,1394891,1395922,-
b1331,insH4,G6667,1396112,1397092,+
b1332,ynaJ,G6668,1397365,1397622,+
b1333,uspE,EG11246,1397672,1398622,-
b1334,fnr,EG10325,1398774,1399526,-
b1335,ogt,EG10668,1399721,1400236,-
b1336,abgT,EG12853,1400247,1401773,-
b1337,abgB,G6669,1401810,1403255,-
b1338,abgA,G6670,1403255,1404565,-
b1339,abgR,G6671,1404741,1405649,+
b4426,mcaS,G0-8899,1405658,1405751,-
b1340,smrA,G6672,1405979,1406542,+
b1341,dgcM,G6673,1406563,1407795,-
b4773,ynaN,G0-17019,1407989,1408036,+
b1342,zntB,G6674,1408050,1409033,+
b4699,fnrS,G0-10677,1409129,1409250,+
b4743,ynaL,G0-8900,1409308,1409481,+
b1343,dbpA,EG10210,1409511,1410884,+
b1344,ttcA,G6675,1411013,1411948,-
b1345,intR,G6676,1412000,1413235,-
b1346,xisR,G6677,1413237,1413452,-
b1347,rcbA,EG11901,1413531,1413740,-
b4714,ralA,G0-16600,1413556,1413734,+
b1348,ralR,EG11900,1413733,1413927,-
b1349,recT,EG11899,1413984,1414793,-
b1350,recE,EG10827,1414786,1417386,-
b1351,racC,EG10813,1417488,1417763,-
b4526,ydaE,G0-9081,1417838,1418008,-
b1352,kilR,EG12155,1418008,1418229,-
b1353,sieB,EG12154,1418671,1419159,+
b4527,ydaF,G0-10448,1419156,1419311,-
b1355,ydaG,G6679,1419322,1419456,-
b1356,racR,G6680,1419765,1420241,-
b1357,ydaS,G6681,1420365,1420661,+
b1358,ydaT,G6682,1420684,1421106,+
b1359,ydaU,G6683,1421119,1421976,+
b1360,ydaV,G6684,1421983,1422729,+
b1361,ydaW,G6685,1422752,1423312,+
b4528,rzoR,G0-10449,1423400,1423585,+
b1363,trkG,EG11020,1423782,1425239,+
b1365,ynaK,G6688,1425377,1425640,+
b1366,ydaY,G6689,1425621,1425980,+
b1368,ynaA,G6691,1426454,1427482,+
b1370,insH5,G6693,1427746,1428726,-
b1372,stfR,G6695,1429049,1432411,+
b1373,tfaR,G6696,1432411,1432986,+
b1374,pinR,G6697,1433084,1433674,-
b1375,ynaE,G6698,1433991,1434224,-
b4744,ynaM,G0-16738,1434293,1434406,-
b1376,uspF,G6699,1435185,1435619,-
b1377,ompN,G6700,1435760,1436893,-
b4427,micC,G0-8901,1437121,1437231,+
b1378,ydbK,G6701,1437260,1440784,-
b4529,ydbJ,G0-10450,1441058,1441324,+
b1379,hslJ,G6702,1441321,1441743,-
b1380,ldhA,G592,1441854,1442843,-
b1381,ydbH,G6703,1443051,1445690,+
b1382,ynbE,G6704,1445687,1445872,+
b1383,ydbL,G6705,1445880,1446206,+
b1384,feaR,G6706,1446378,1447283,-
b1385,feaB,G7961,1447519,1449018,+
b1386,tynA,EG13139,1449076,1451349,-
b1387,paaZ,G6708,1451597,1453642,-
b1388,paaA,G6709,1453927,1454856,+
b1389,paaB,G6710,1454868,1455155,+
b1390,paaC,G6711,1455164,1455910,+
b1391,paaD,G6712,1455925,1456422,+
b1392,paaE,G6713,1456430,1457500,+
b1393,paaF,G6714,1457497,1458264,+
b1394,paaG,G6715,1458264,1459052,+
b1395,paaH,G6716,1459054,1460481,+
b1396,paaI,G6717,1460471,1460893,+
b1397,paaJ,G6718,1460893,1462098,+
b1398,paaK,G6719,1462125,1463438,+
b1399,paaX,G6720,1463539,1464489,+
b1400,paaY,G6721,1464471,1465061,+
b4674,ynbG,G0-10646,1465165,1465230,-
b1402,insD2,G6723,1467921,1468826,-
b1403,insC2,G6724,1468784,1469149,-
b1404,insI2,G6725,1469358,1470509,+
b1406,pdxI,EG11309,1474221,1475081,+
b1407,ydbD,EG11310,1475144,1477450,+
b1408,ynbA,G6727,1477621,1478226,+
b1409,ynbB,G6728,1478226,1479122,+
b1410,ynbC,G6729,1479138,1480895,+
b1411,ynbD,G6730,1480909,1482201,+
b1412,azoR,G6731,1482255,1482860,-
b1413,hrpA,G6732,1483061,1486963,+
b1414,ydcF,EG12110,1487235,1488035,+
b1415,aldA,EG10035,1488232,1489671,+
b1418,cybB,EG10172,1490902,1491432,+
b4597,rydC,G0-10592,1491442,1491506,-
b1419,ydcA,EG11219,1491677,1491850,+
b4774,yncP,G0-17020,1491876,1491944,+
b4428,hokB,G0-9610,1491922,1492071,-
b1420,mokB,G6736,1491962,1492129,-
b4429,sokB,G0-9611,1492119,1492175,+
b1421,trg,EG11018,1492470,1494110,+
b1422,ydcI,G6737,1494148,1495071,-
b1423,ydcJ,G6738,1495288,1496631,+
b1424,opgD,EG12859,1496856,1498511,+
b1426,ydcH,EG12865,1498651,1498875,+
b1427,rimL,EG10853,1498938,1499477,+
b1428,ydcK,G6741,1499469,1500449,-
b1429,tehA,EG11883,1500573,1501565,+
b1430,tehB,EG11884,1501562,1502155,+
b1431,ydcL,G6742,1502457,1503125,+
b1432,insQ,G6743,1503657,1504865,+
b1433,ydcO,G6744,1504905,1506080,-
b1434,sutR,G6745,1506172,1506708,+
b1435,rlhA,G6746,1506781,1508742,+
b1436,yncJ,G6747,1508834,1509064,-
b4532,hicA,G0-10451,1509286,1509462,+
b1438,hicB,G6749,1509508,1509924,+
b1439,ydcR,G6750,1510003,1511409,+
b1440,ydcS,G6751,1511654,1512799,+
b1441,ydcT,G6752,1512817,1513830,+
b1442,ydcU,G6753,1513831,1514772,+
b1443,ydcV,G6754,1514762,1515556,+
b1444,patD,G6755,1515578,1517002,+
b4598,yncL,G0-8887,1517099,1517194,-
b1445,ortT,G6756,1517389,1517562,+
b1446,ydcY,G6757,1517648,1517881,+
b1447,ydcZ,G6758,1517882,1518331,-
b1448,mnaT,G6759,1518328,1518846,-
b1449,curA,G6760,1519027,1520064,+
b1450,mcbR,G6761,1520262,1520927,+
b1451,pqqU,G6762,1520963,1523065,-
b1452,yncE,G6763,1523307,1524368,+
b1453,ansP,G6764,1524481,1525980,-
b1454,yncG,G6765,1526247,1526864,+
b1455,yncH,G6766,1526940,1527152,+
b1457,ydcD,EG11760,1529922,1530404,+
b4745,yncO,G0-16739,1530319,1530504,-
b1460,ydcC,EG11526,1531816,1532952,+
b1461,pptA,EG11761,1533052,1533285,+
b1462,yddH,G6769,1533282,1533851,-
b1463,nhoA,G6770,1534024,1534869,+
b1464,yddE,EG11825,1534965,1535858,-
b1465,narV,EG10644,1535937,1536617,-
b1466,narW,EG10645,1536614,1537309,-
b1467,narY,EG10647,1537309,1538853,-
b1468,narZ,EG10648,1538850,1542590,-
b1469,narU,EG12153,1542672,1544060,-
b1471,yddK,G6772,1544758,1545714,-
b1472,yddL,G6773,1545738,1546028,-
b1473,yddG,EG12713,1546288,1547169,-
b1474,fdnG,EG11227,1547401,1550448,+
b1475,fdnH,EG11228,1550461,1551345,+
b1476,fdnI,EG11229,1551338,1551991,+
b1477,yddM,G6774,1552398,1552682,-
b1478,adhP,G6775,1552828,1553838,-
b1479,maeA,EG10948,1553972,1555669,-
b1480,sra,EG11508,1555826,1555963,-
b1481,bdm,G6776,1556065,1556280,-
b1482,osmC,EG10680,1556625,1557056,+
b1483,ddpF,G6777,1557112,1558038,-
b1484,ddpD,G6778,1558031,1559017,-
b1485,ddpC,G6779,1559014,1559910,-
b1486,ddpB,G6780,1559907,1560929,-
b1487,ddpA,G6781,1560931,1562481,-
b1488,ddpX,G6782,1562495,1563076,-
b1489,dosP,G6783,1563334,1565733,-
b1490,dosC,G6784,1565758,1567140,-
b4746,yddY,G0-16740,1567178,1567219,-
b1491,digH,G6785,1567504,1568823,-
b1492,gadC,G6786,1568954,1570489,-
b1493,gadB,EG11490,1570645,1572045,-
b1494,pqqL,EG11744,1572407,1575202,-
b1495,yddB,EG11743,1575247,1577619,-
b1496,yddA,EG11742,1577657,1579342,-
b4747,yneP,G0-16741,1579545,1579667,+
b1497,ydeM,G6787,1579633,1580790,-
b1498,ydeN,G6788,1580842,1582524,-
b1499,ydeO,G6789,1582926,1583687,-
b1500,safA,G6790,1583762,1583959,-
b1501,ydeP,G6791,1584207,1586486,-
b1502,ydeQ,G6792,1586820,1587734,-
b1503,ydeR,G6793,1587793,1588296,-
b1504,ydeS,G6794,1588309,1588839,-
b1505,ydeT,G6795,1588853,1590001,-
b1507,hipA,EG10443,1590854,1592176,-
b1508,hipB,EG10442,1592176,1592442,-
b1511,lsrK,G6798,1598617,1600209,-
b1512,lsrR,G6799,1600288,1601241,-
b1513,lsrA,G6800,1601490,1603025,+
b1514,lsrC,G6801,1603019,1604047,+
b1515,lsrD,G6802,1604047,1605039,+
b1516,lsrB,G6803,1605051,1606073,+
b1517,lsrF,G6804,1606100,1606975,+
b1518,lsrG,G6805,1606999,1607289,+
b1519,tam,G6806,1607346,1608104,+
b1520,yneE,G6807,1608108,1609022,-
b1521,uxaB,EG11065,1609229,1610680,-
b1522,dgcF,G6808,1610907,1611854,-
b1523,yneG,G6809,1611966,1612325,-
b1524,glsB,G6810,1612325,1613251,-
b1525,sad,G6811,1613315,1614703,-
b1526,ptrR,G6812,1614804,1615685,+
b1527,yneK,G6813,1615763,1616878,+
b1528,ydeA,EG11636,1617028,1618218,+
b1529,marC,EG11637,1618243,1618908,-
b1530,marR,EG11435,1619120,1619554,+
b1531,marA,EG11434,1619574,1619957,+
b1532,marB,EG11599,1619989,1620207,+
b1533,eamA,EG11639,1620238,1621137,-
b1534,ydeE,EG11640,1621332,1622519,+
b4599,mgtS,G0-8892,1622646,1622741,+
b4775,mgtT,G0-17021,1622741,1622845,+
b4698,mgrR,G0-10671,1622817,1622914,-
b1535,dgcZ,EG11643,1622960,1623850,-
b1536,ydeI,EG11644,1624105,1624497,-
b1537,ydeJ,EG11645,1624773,1625291,+
b1538,dcp,EG10212,1625335,1627380,-
b1539,ydfG,EG12345,1627517,1628263,+
b1540,rspR,G6814,1628352,1629038,+
b1541,ydfZ,G6815,1629215,1629418,+
b1542,ydfI,G6816,1629453,1630913,-
b1543,ydfJ,G6817,1631002,1632285,-
b4748,ynfT,G0-16742,1632890,1633003,+
b1544,ydfK,G6818,1633072,1633305,+
b1545,pinQ,G6819,1633622,1634212,+
b1546,tfaQ,G6820,1634310,1634885,-
b1547,stfQ,G6821,1634885,1635847,-
b1548,nohA,EG11634,1635798,1636367,-
b4533,ynfO,G0-10452,1636756,1636989,+
b1549,ydfO,G6822,1637047,1637457,+
b1550,gnsB,G6823,1637609,1637782,-
b1551,ynfN,G6824,1637954,1638109,-
b4749,ynfR,G0-16743,1638188,1638253,-
b4724,ynfQ,G0-16689,1638256,1638444,-
b1552,cspI,G6825,1638455,1638667,-
b1553,rzpQ,G6826,1639030,1639527,-
b4689,rzoQ,G0-16675,1639080,1639334,-
b1554,rrrQ,G6827,1639524,1640057,-
b1555,ydfR,G6828,1640054,1640365,-
b1556,essQ,G6829,1640370,1640585,-
b4776,ynfU,G0-17022,1640805,1640975,+
b1557,cspB,EG12203,1641339,1641554,-
b1558,cspF,EG12205,1641855,1642067,+
b4750,ynfS,G0-16744,1642122,1642211,+
b1559,ydfT,G6830,1642489,1643241,-
b1560,ydfU,G6831,1643255,1644304,-
b1561,rem,EG11129,1644651,1644902,-
b1562,hokD,EG11130,1645119,1645274,-
b1563,relE,EG11131,1645346,1645633,-
b1564,relB,EG10836,1645633,1645872,-
b1565,ydfV,G6832,1645897,1646202,+
b1566,flxA,G6833,1646405,1646737,+
b1567,ydfW,G6834,1647174,1647323,-
b1568,ydfX,G6835,1647346,1647636,-
b1569,dicC,EG10228,1647620,1647850,-
b1570,dicA,EG10226,1647934,1648341,+
b1571,ydfA,EG11300,1648508,1648663,+
b1572,ydfB,EG11301,1648665,1648793,+
b1573,ydfC,EG11302,1648823,1649041,+
b1574,dicF,EG31115,1649382,1649434,+
b1575,dicB,EG10227,1649609,1649797,+
b1576,ydfD,EG11303,1649794,1649985,+
b4534,ynfP,G0-10559,1652728,1652838,-
b1580,rspB,G6838,1652896,1653915,-
b1581,rspA,G6839,1653927,1655141,-
b1582,ynfA,G6840,1655347,1655673,-
b1583,ynfB,G6841,1655808,1656149,+
b1584,speG,G6842,1656184,1656744,+
b1585,ynfC,G6843,1656747,1657457,-
b1586,ynfD,G6844,1657565,1657870,+
b1587,ynfE,G6845,1658069,1660495,+
b1588,ynfF,G6846,1660556,1662979,+
b1589,ynfG,G6847,1662990,1663607,+
b1590,ynfH,G6848,1663609,1664463,+
b1591,dmsD,G6849,1664506,1665120,+
b1592,clcB,G6850,1665315,1666571,+
b1593,bidA,G6851,1666524,1667219,-
b1594,mlc,G6852,1667344,1668564,-
b1595,ynfL,G6853,1668699,1669592,-
b1596,ynfM,G6854,1669699,1670952,+
b1597,asr,G6855,1671376,1671684,+
b4601,ydgU,G0-10593,1671777,1671860,+
b1598,ydgD,G6856,1671960,1672781,+
b1599,mdtI,G6857,1672820,1673149,-
b1600,mdtJ,G6858,1673136,1673501,-
b4777,mdtU,G0-17023,1673608,1673709,-
b1601,tqsA,G6859,1673913,1674947,+
b1602,pntB,EG10745,1674972,1676360,-
b1603,pntA,EG10744,1676371,1677903,-
b1604,ydgH,G6860,1678427,1679371,+
b1605,ydgI,G6861,1679557,1680939,+
b1606,folM,G6862,1680976,1681698,+
b1607,ydgC,G6863,1681695,1682030,-
b1608,rstA,G6864,1682159,1682878,+
b1609,rstB,EG11233,1682882,1684183,+
b1610,tus,EG11038,1684259,1685188,+
b1611,fumC,EG10358,1685185,1686588,-
b1612,fumA,EG10356,1686731,1688377,-
b1613,manA,EG10566,1688576,1689751,+
b1614,ydgA,G6865,1689852,1691360,+
b1615,uidC,G6866,1691586,1692851,-
b1616,uidB,EG11658,1692890,1694263,-
b1617,uidA,EG11055,1694260,1696071,-
b1618,uidR,G6867,1696462,1697052,-
b1619,hdhA,EG10425,1697273,1698040,-
b1620,malI,EG10557,1698152,1699180,-
b1621,malX,EG10563,1699355,1700947,+
b1622,malY,EG10564,1700957,1702129,+
b1623,add,EG10030,1702233,1703234,+
b1624,ydgJ,G6868,1703268,1704308,-
b4409,blr,G0-9561,1704551,1704676,+
b1625,cnu,G6869,1704949,1705164,+
b1626,ydgK,G6870,1705250,1705690,+
b1627,rsxA,G6871,1705767,1706348,+
b1628,rsxB,G6872,1706348,1706926,+
b1629,rsxC,G6873,1706919,1709141,+
b1630,rsxD,G6874,1709142,1710200,+
b1631,rsxG,G6875,1710204,1710824,+
b1632,rsxE,G6876,1710828,1711523,+
b1633,nth,EG10662,1711523,1712158,+
b1634,dtpA,G6877,1712769,1714271,+
b1635,gstA,G6878,1714377,1714982,+
b1636,pdxY,G6879,1715026,1715889,-
b1637,tyrS,EG11043,1715948,1717222,-
b1638,pdxH,EG11487,1717351,1718007,-
b1639,mliC,EG11488,1718066,1718395,-
b1640,anmK,G6880,1718493,1719602,-
b1641,slyB,G6881,1719876,1720343,+
b1642,slyA,G6882,1720390,1720824,-
b1643,ydhI,G6883,1721025,1721261,+
b1644,ydhJ,G6884,1721264,1722121,+
b1645,ydhK,G6885,1722121,1724133,+
b1646,sodC,G6886,1724134,1724655,-
b1647,ydhF,G6887,1724736,1725632,-
b1648,ydhL,G6888,1725681,1725920,-
b1649,nemR,G6889,1726023,1726622,+
b1650,nemA,G6890,1726659,1727756,+
b1651,gloA,G6891,1727837,1728244,+
b1652,rnt,EG11547,1728347,1728994,+
b1653,lhr,EG11548,1729087,1733703,+
b1654,grxD,EG12181,1733754,1734101,-
b1655,mepH,G6892,1734435,1735250,+
b1656,sodB,EG10954,1735378,1735959,+
b1657,ydhP,G6893,1736121,1737290,-
b4602,cydH,G0-10594,1737456,1737545,-
b1658,purR,EG10800,1737844,1738869,+
b1659,punR,EG12140,1738866,1739798,-
b1660,punC,EG12141,1739911,1741122,+
b1661,cfa,EG11531,1741413,1742561,+
b1662,ribC,EG11406,1742601,1743242,-
b1663,mdtK,EG12400,1743457,1744830,+
b1664,ydhQ,G6894,1744871,1746127,-
b1665,valV,EG30111,1746435,1746511,+
b1666,valW,EG30112,1746516,1746592,+
b1667,ydhR,G6895,1746700,1747005,+
b1668,ydhS,G6896,1747131,1748735,+
b1669,ydhT,G6897,1748747,1749559,-
b1670,ydhU,G6898,1749563,1750348,-
b1671,ydhX,G6899,1750345,1751013,-
b1672,ydhW,G6900,1751077,1751724,-
b1673,ydhV,G6901,1751728,1753830,-
b1674,ydhY,G6902,1753851,1754477,-
b1675,fumD,G6903,1754932,1755141,-
b1676,pykF,EG10804,1755698,1757110,+
b1677,lpp,EG10544,1757421,1757657,+
b1678,ldtE,G6904,1757721,1758725,-
b1679,sufE,G6905,1758874,1759290,-
b1680,sufS,G6906,1759303,1760523,-
b1681,sufD,G6907,1760520,1761791,-
b1682,sufC,G6908,1761766,1762512,-
b1683,sufB,G6909,1762522,1764009,-
b1684,sufA,EG11378,1764018,1764386,-
b4430,rydB,G0-8876,1764713,1764780,-
b1685,ydiH,G6911,1764934,1765122,-
b1686,menI,G6912,1765222,1765632,-
b1687,ydiJ,G6913,1765629,1768685,-
b1688,ydiK,G6914,1769074,1770186,+
b4431,rprA,G0-8863,1770372,1770477,+
b1689,ydiL,G6915,1770615,1770971,+
b1690,ydiM,G6916,1771071,1772285,+
b1691,ydiN,G6917,1772512,1773777,+
b1692,ydiB,EG11234,1773789,1774655,+
b1693,aroD,EG10076,1774686,1775444,+
b1694,ydiF,EG12432,1775587,1777182,+
b1695,ydiO,G6918,1777196,1778347,+
b1696,ydiP,G6919,1778390,1779301,-
b1697,ydiQ,G6920,1779617,1780381,+
b1698,ydiR,G6921,1780401,1781339,+
b1699,ydiS,G6922,1781395,1782684,+
b1700,ydiT,G6923,1782681,1782974,+
b1701,fadK,EG12357,1782977,1784677,+
b1702,ppsA,EG10759,1784734,1787112,-
b1703,ppsR,EG11132,1787445,1788278,+
b1704,aroH,EG10080,1788435,1789481,+
b1705,ydiE,EG12391,1789613,1789804,+
b1706,selO,G6924,1789808,1791244,-
b1707,rflP,G6925,1791307,1792020,-
b1708,nlpC,EG11133,1792267,1792731,-
b1709,btuD,EG10128,1792809,1793558,-
b1710,btuE,EG10129,1793558,1794109,-
b1711,btuC,EG10127,1794172,1795152,-
b1712,ihfA,EG10440,1795253,1795552,-
b1713,pheT,EG10710,1795557,1797944,-
b1714,pheS,EG10709,1797959,1798942,-
b1715,pheM,EG11272,1799226,1799270,-
b1716,rplT,EG10881,1799393,1799749,-
b1717,rpmI,EG11231,1799802,1799999,-
b1718,infC,EG10506,1800096,1800638,-
b1719,thrS,EG11001,1800642,1802570,-
b4535,yniD,G0-10453,1805165,1805272,+
b1722,ydiY,G6928,1805325,1806083,-
b1723,pfkB,EG10700,1806370,1807299,+
b1724,ydiZ,G6929,1807400,1807690,+
b1725,yniA,G6930,1807796,1808656,+
b1726,yniB,G6931,1808697,1809233,-
b1727,hxpB,G6932,1809380,1810048,+
b1728,ydjM,G6933,1810211,1810801,+
b1729,tcyP,G6934,1810934,1812325,+
b1730,ydjO,G6935,1812329,1813132,-
b1731,cedA,G6936,1813421,1813663,-
b1732,katE,EG10509,1813867,1816128,+
b1733,chbG,EG12198,1816386,1817135,-
b1734,chbF,EG10144,1817148,1818500,-
b1735,chbR,EG10143,1818605,1819447,-
b1736,chbA,EG10142,1819455,1819805,-
b1737,chbC,EG10141,1819856,1821214,-
b1738,chbB,EG10140,1821299,1821619,-
b1739,osmE,EG10044,1821918,1822256,-
b1740,nadE,EG10663,1822458,1823285,+
b1741,cho,G6937,1823515,1824402,+
b1742,ves,G6938,1824362,1824937,-
b1743,spy,G6939,1825140,1825625,-
b1744,astE,G6940,1825955,1826923,-
b1745,astB,G6941,1826916,1828259,-
b1746,astD,G6942,1828256,1829734,-
b1747,astA,G6943,1829731,1830765,-
b1748,astC,G6944,1830762,1831982,-
b1749,xthA,EG11073,1832428,1833234,+
b1750,ydjX,G6945,1833401,1834111,+
b1751,ydjY,G6946,1834116,1834793,+
b1752,ydjZ,G6947,1834808,1835515,+
b1753,ynjA,G6948,1835515,1836063,+
b1754,ynjB,G6949,1836073,1837239,+
b1755,ynjC,G6950,1837212,1838747,+
b1756,ynjD,G6951,1838747,1839400,+
b1757,ynjE,G6952,1839467,1840774,+
b1758,ynjF,G6953,1840783,1841403,-
b1759,nudG,G6954,1841490,1841897,+
b1760,ynjH,G6955,1841863,1842135,-
b1761,gdhA,EG10372,1842371,1843714,+
b1762,ynjI,G6956,1843831,1844871,-
b1763,topB,EG11014,1844999,1846960,-
b1764,selD,EG10943,1846965,1848008,-
b1765,ydjA,EG11134,1848125,1848676,-
b1766,sppA,EG10968,1848837,1850693,+
b1767,ansA,EG10045,1850860,1851876,+
b1768,pncA,EG11135,1851887,1852528,+
b1769,ydjE,EG12369,1852621,1853979,-
b1770,ydjF,G6957,1854096,1854854,-
b1771,ydjG,G6958,1854991,1855971,-
b1772,ydjH,G6959,1855981,1856928,-
b1773,ydjI,G6960,1856933,1857769,-
b1774,ydjJ,G6961,1857790,1858833,-
b1775,ydjK,G6962,1858850,1860229,-
b1776,ydjL,G6963,1860256,1861332,-
b1777,yeaC,G6964,1861702,1861974,-
b1778,msrB,EG12394,1862016,1862429,-
b1779,gapA,EG10367,1862771,1863766,+
b1780,yeaD,G6966,1863850,1864734,+
b1781,yeaE,G6967,1864782,1865636,-
b1782,mipA,G6968,1865726,1866472,-
b1783,yeaG,G6969,1866908,1868842,+
b1784,yeaH,G6970,1868955,1870238,+
b1785,cdgI,G6971,1870385,1871860,+
b1786,dgcJ,G6972,1872041,1873531,+
b1787,yeaK,G6973,1873574,1874077,+
b1788,yoaI,G6974,1874078,1874182,-
b1789,yeaL,G6975,1874352,1874798,+
b1790,nimR,G6976,1874755,1875576,-
b1791,nimT,G6977,1875673,1876854,+
b1792,yeaO,G6978,1876909,1877256,+
b1793,yoaF,G6979,1877278,1877532,-
b1794,dgcP,G6980,1877715,1878740,+
b4676,yoaK,G0-10649,1878773,1878871,+
b4675,yoaJ,G0-10648,1878874,1878948,+
b1795,yeaQ,G6981,1879007,1879255,-
b1796,yoaG,G6982,1879403,1879585,-
b1797,yeaR,G6983,1879589,1879948,-
b1798,leuE,G6984,1880121,1880759,-
b1799,dmlR,G6985,1880886,1881809,-
b1800,dmlA,G6986,1881912,1882997,+
b1801,yeaV,G6987,1883188,1884633,+
b1802,yeaW,G6988,1884665,1885789,+
b1803,yeaX,G6989,1885845,1886810,+
b1804,rnd,EG10858,1886864,1887991,-
b1805,fadD,EG11530,1888061,1889746,-
b1806,yeaY,G6990,1889951,1890532,-
b1807,tsaB,G6991,1890572,1891267,-
b1808,yoaA,G6992,1891325,1893235,-
b1809,yoaB,G6993,1893367,1893711,+
b1810,yoaC,G6994,1894133,1894432,+
b1811,yoaH,G6995,1894552,1894731,-
b1812,pabB,EG10683,1894805,1896166,+
b1813,nudL,EG12693,1896170,1896748,+
b1814,sdaA,EG10930,1896932,1898296,+
b1815,pdeD,G6996,1898427,1900025,+
b1816,yoaE,G6997,1900029,1901585,-
b4751,yoaL,G0-16745,1901573,1901731,-
b1817,manX,EG10567,1902048,1903019,+
b1818,manY,EG10568,1903082,1903882,+
b1819,manZ,EG10569,1903895,1904746,+
b1820,yobD,G6998,1904801,1905259,+
b1821,mntP,G6999,1905688,1906254,+
b1822,rlmA,EG12207,1906251,1907060,-
b1823,cspC,EG12204,1907226,1907435,-
b1824,yobF,G7000,1907448,1907591,-
b1825,yebO,G7001,1908261,1908548,-
b1826,mgrB,G7002,1908623,1908766,-
b4536,yobH,G0-10454,1908925,1909164,+
b1827,kdgR,G7003,1909308,1910099,-
b1828,yebQ,G7004,1910276,1911649,+
b1829,htpX,EG10462,1911695,1912576,-
b1830,prc,EG10760,1912768,1914816,-
b1831,proQ,EG12866,1914836,1915534,-
b1832,msrC,G7005,1915631,1916128,-
b1833,letA,G7006,1916258,1917541,+
b1834,letB,G7007,1917510,1920143,+
b1835,rsmF,G7008,1920223,1921662,+
b1836,yebV,G7009,1921780,1922016,+
b1837,yebW,G7010,1922121,1922312,+
b1838,pphA,G7011,1922313,1922969,-
b4432,ryeA,G0-8865,1923066,1923337,+
b4433,sdsR,G0-8883,1923104,1923207,-
b1839,yebY,G7012,1923365,1923706,-
b1840,yebZ,G7013,1923719,1924591,-
b1841,yobA,G7014,1924595,1924969,-
b1842,holE,EG11505,1925108,1925338,+
b1843,yobB,G7015,1925440,1926096,+
b1844,exoX,G7016,1926120,1926782,+
b1845,ptrB,EG11004,1926779,1928839,-
b1846,yebE,EG11806,1929048,1929707,-
b1847,yebF,EG11807,1930034,1930390,-
b1848,yebG,EG11808,1930457,1930747,-
b1849,purT,EG11809,1930881,1932059,+
b1850,eda,EG10256,1932115,1932756,-
b1851,edd,EG10257,1932793,1934604,-
b1852,zwf,EG11221,1934839,1936314,-
b1853,yebK,EG12860,1936652,1937521,+
b1854,pykA,EG10803,1937649,1939091,+
b1855,lpxM,EG10614,1939222,1940193,-
b1856,mepM,EG10013,1940313,1941635,-
b1857,znuA,G7017,1941651,1942583,-
b1858,znuC,G7018,1942662,1943417,+
b1859,znuB,EG12368,1943414,1944199,+
b1860,ruvB,RUVB,1944346,1945356,-
b1861,ruvA,RUVA,1945365,1945976,-
b4677,yobI,G0-10644,1946115,1946180,-
b1862,yebB,EG11136,1946251,1946853,+
b1863,ruvC,EG10925,1946855,1947376,-
b1864,yebC,EG11137,1947411,1948151,-
b1865,nudB,EG11138,1948180,1948632,-
b1866,aspS,EG10097,1948750,1950522,-
b1867,yecD,EG12378,1950832,1951398,+
b1868,yecE,EG12379,1951395,1952213,+
